In,Out,Date,Time,Branch,Group,Security Gate
24,6,5/4/2023,10:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
66,15,5/4/2023,10:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
262,58,5/4/2023,11:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
8,98,5/4/2023,11:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
49,41,5/4/2023,11:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
31,8,5/4/2023,11:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
78,25,5/4/2023,11:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
344,80,5/4/2023,12:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
14,182,5/4/2023,12:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
61,93,5/4/2023,12:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
36,21,5/4/2023,12:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
106,63,5/4/2023,12:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
360,98,5/4/2023,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
13,230,5/4/2023,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
57,111,5/4/2023,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
37,23,5/4/2023,1:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
101,81,5/4/2023,1:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
331,84,5/4/2023,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
15,159,5/4/2023,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
58,84,5/4/2023,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
37,18,5/4/2023,2:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
94,54,5/4/2023,2:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
307,111,5/4/2023,3:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
14,236,5/4/2023,3:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
59,129,5/4/2023,3:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
30,29,5/4/2023,3:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
91,67,5/4/2023,3:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
281,120,5/4/2023,4:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
23,249,5/4/2023,4:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
56,134,5/4/2023,4:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
26,29,5/4/2023,4:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
63,90,5/4/2023,4:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
178,200,5/4/2023,5:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
15,282,5/4/2023,5:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
38,230,5/4/2023,5:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
29,30,5/4/2023,5:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
92,78,5/4/2023,5:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
267,38,5/4/2023,6:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
27,45,5/4/2023,6:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
83,33,5/4/2023,6:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
25,23,5/4/2023,6:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
50,97,5/4/2023,6:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
125,55,5/4/2023,7:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
9,92,5/4/2023,7:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
40,56,5/4/2023,7:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
14,31,5/4/2023,7:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
17,151,5/4/2023,7:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
96,31,5/4/2023,8:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
4,71,5/4/2023,8:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
24,50,5/4/2023,8:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
0,0,5/4/2023,8:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
1,0,5/4/2023,8:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
105,85,5/4/2023,9:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
6,80,5/4/2023,9:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
23,76,5/4/2023,9:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
74,109,5/4/2023,10:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
7,58,5/4/2023,10:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
19,36,5/4/2023,10:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
35,97,5/4/2023,11:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
0,55,5/4/2023,11:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
7,31,5/4/2023,11:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
17,62,5/5/2023,12:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
2,38,5/5/2023,12:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
3,27,5/5/2023,12:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
12,38,5/5/2023,1:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
2,21,5/5/2023,1:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
3,20,5/5/2023,1:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
8,32,5/5/2023,2:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
1,24,5/5/2023,2:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
2,13,5/5/2023,2:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
7,10,5/5/2023,3:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
0,8,5/5/2023,3:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
1,6,5/5/2023,3:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
6,10,5/5/2023,4:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
5,5,5/5/2023,4:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
0,4,5/5/2023,4:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
6,4,5/5/2023,5:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
0,1,5/5/2023,5:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
0,3,5/5/2023,5:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
16,7,5/5/2023,6:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
0,5,5/5/2023,6:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
1,4,5/5/2023,6:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
35,8,5/5/2023,7:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
1,9,5/5/2023,7:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
10,2,5/5/2023,7:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
18,16,5/5/2023,7:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
16,33,5/5/2023,7:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
89,13,5/5/2023,8:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
1,14,5/5/2023,8:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
17,13,5/5/2023,8:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
3,1,5/5/2023,8:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
3,0,5/5/2023,8:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
140,25,5/5/2023,9:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
7,42,5/5/2023,9:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
22,14,5/5/2023,9:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
7,4,5/5/2023,9:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
33,5,5/5/2023,9:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
192,35,5/5/2023,10:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
15,68,5/5/2023,10:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
57,29,5/5/2023,10:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
25,5,5/5/2023,10:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
78,20,5/5/2023,10:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
234,54,5/5/2023,11:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
9,118,5/5/2023,11:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
53,67,5/5/2023,11:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
25,20,5/5/2023,11:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
81,48,5/5/2023,11:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
245,78,5/5/2023,12:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
18,170,5/5/2023,12:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
29,105,5/5/2023,12:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
23,23,5/5/2023,12:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
79,60,5/5/2023,12:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
238,82,5/5/2023,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
7,147,5/5/2023,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
43,84,5/5/2023,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
29,16,5/5/2023,1:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
78,60,5/5/2023,1:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
253,71,5/5/2023,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
15,137,5/5/2023,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
55,87,5/5/2023,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
23,14,5/5/2023,2:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
83,64,5/5/2023,2:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
192,73,5/5/2023,3:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
5,153,5/5/2023,3:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
26,80,5/5/2023,3:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
16,17,5/5/2023,3:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
61,60,5/5/2023,3:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
131,69,5/5/2023,4:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
6,106,5/5/2023,4:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
17,92,5/5/2023,4:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
12,15,5/5/2023,4:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
26,68,5/5/2023,4:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
64,152,5/5/2023,5:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
10,238,5/5/2023,5:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
11,179,5/5/2023,5:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
7,25,5/5/2023,5:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
10,97,5/5/2023,5:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
4,19,5/5/2023,6:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
0,3,5/5/2023,6:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
0,7,5/5/2023,6:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
1,0,5/6/2023,7:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
0,0,5/6/2023,7:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
1,0,5/6/2023,8:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
0,2,5/6/2023,8:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
0,0,5/6/2023,8:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
122,29,5/6/2023,10:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
10,24,5/6/2023,10:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
35,41,5/6/2023,10:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
136,70,5/6/2023,11:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
8,42,5/6/2023,11:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
29,69,5/6/2023,11:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
138,71,5/6/2023,12:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
5,54,5/6/2023,12:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
15,69,5/6/2023,12:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
155,63,5/6/2023,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
3,63,5/6/2023,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
30,72,5/6/2023,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
154,43,5/6/2023,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
4,61,5/6/2023,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
31,65,5/6/2023,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
102,33,5/6/2023,3:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
8,50,5/6/2023,3:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
20,49,5/6/2023,3:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
48,33,5/6/2023,4:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
2,43,5/6/2023,4:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
6,39,5/6/2023,4:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
36,107,5/6/2023,5:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
5,123,5/6/2023,5:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
6,112,5/6/2023,5:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
5,6,5/6/2023,6:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
1,3,5/6/2023,6:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
1,9,5/6/2023,6:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
6,2,5/7/2023,9:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
2,0,5/7/2023,9:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
98,9,5/7/2023,10:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
2,9,5/7/2023,10:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
20,3,5/7/2023,10:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
111,23,5/7/2023,11:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
2,13,5/7/2023,11:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
11,14,5/7/2023,11:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
0,1,5/7/2023,11:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
3,1,5/7/2023,11:00 AM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
115,18,5/7/2023,12:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
0,26,5/7/2023,12:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
28,22,5/7/2023,12:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
19,2,5/7/2023,12:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
53,3,5/7/2023,12:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
142,39,5/7/2023,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
8,32,5/7/2023,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
37,36,5/7/2023,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
16,3,5/7/2023,1:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
52,15,5/7/2023,1:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
173,30,5/7/2023,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
4,45,5/7/2023,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
28,37,5/7/2023,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
13,9,5/7/2023,2:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
38,18,5/7/2023,2:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
132,50,5/7/2023,3:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
5,42,5/7/2023,3:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
27,30,5/7/2023,3:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
12,7,5/7/2023,3:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
25,26,5/7/2023,3:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
137,39,5/7/2023,4:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
3,61,5/7/2023,4:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
21,58,5/7/2023,4:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
12,3,5/7/2023,4:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
29,31,5/7/2023,4:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
131,66,5/7/2023,5:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
5,89,5/7/2023,5:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
23,60,5/7/2023,5:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
8,6,5/7/2023,5:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
19,38,5/7/2023,5:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
90,66,5/7/2023,6:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
11,82,5/7/2023,6:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
19,69,5/7/2023,6:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
6,11,5/7/2023,6:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
14,41,5/7/2023,6:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
95,44,5/7/2023,7:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
4,71,5/7/2023,7:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
18,55,5/7/2023,7:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
1,11,5/7/2023,7:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
0,60,5/7/2023,7:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
61,36,5/7/2023,8:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
7,53,5/7/2023,8:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
20,50,5/7/2023,8:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
3,0,5/7/2023,8:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 1st Counter on Bus 1
2,2,5/7/2023,8:00 PM,WongAvery,WongAvery - Main Entrance,FEIG Gate 2nd Counter on Bus 1
52,71,5/7/2023,9:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
3,55,5/7/2023,9:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
19,54,5/7/2023,9:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
72,71,5/7/2023,10:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
3,40,5/7/2023,10:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
7,38,5/7/2023,10:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
36,48,5/7/2023,11:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
1,42,5/7/2023,11:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
5,29,5/7/2023,11:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
22,51,5/8/2023,12:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
5,40,5/8/2023,12:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
3,25,5/8/2023,12:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
13,38,5/8/2023,1:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
3,27,5/8/2023,1:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
2,21,5/8/2023,1:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
5,18,5/8/2023,2:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
3,17,5/8/2023,2:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
2,12,5/8/2023,2:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
8,12,5/8/2023,3:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
0,12,5/8/2023,3:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
1,7,5/8/2023,3:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
5,6,5/8/2023,4:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
0,14,5/8/2023,4:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
0,5,5/8/2023,4:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
6,6,5/8/2023,5:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
1,1,5/8/2023,5:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
